"","age_category","author","availability","core","id","in_degree","is_cited","is_citing","lb","out_degree","place","publ_country","publ_language","title","type_category","year","topicality_final","topicality","bridging_final","community_max"
"CFI0004830","3.0","McAndrew, John","85","True","27406","15","True","True","True","370","Venezia","IT","ita","L'architettura veneziana del primo Rinascimento","3.0","1983.0","0.0625","1.0","-0.7083333333333334","0"
"CFI0005524","3.0","Romanin, Samuele","1","True","14090","12","True","False","False","0","Venezia","IT","ita","Storia documentata di Venezia","3.0","1972.0","0.19519519519519524","0.972972972972973","-0.534034034034034","1"
"CFI0008730","3.0","Marangoni, Giovanni","25","True","35918","36","True","True","True","60","Venezia","IT","ita","Le associazioni di mestiere nella Repubblica veneta : vittuaria, farmacia, medicina","3.0","1974.0","-0.16344086021505377","0.5032258064516129","0.3600358422939067","4"
"CFI0012931","3.0","","605","True","37122","29","True","False","False","0","Roma","IT","ita","Dizionario biografico degli italiani","2.0","","0.36177884615384615","0.890625","-0.5677083333333334","0"
"CFI0013672","3.0","Concina, Ennio","63","True","3728","25","True","False","False","0","Milano","IT","ita","L'arsenale della Repubblica di Venezia","3.0","1984.0","0.09985935302391002","0.5555555555555556","0.08977965307079239","2"
"CFI0015451","3.0","Corboz, André","66","True","10409","17","True","False","False","0","Venezia","IT","ita","Canaletto : una Venezia immaginaria","3.0","1985.0","0.36363636363636365","1.0","-0.8751082251082251","0"
"CFI0016171","3.0","","223","True","8575","16","True","False","False","0","Vicenza","IT","ita","Storia della cultura veneta","3.0","1976.0","-0.06417112299465233","0.8181818181818182","-0.05614973262032086","1"
"CFI0016927","3.0","a cura di Gaetano Cozzi","147","True","289","21","True","False","False","0","Roma","IT","ita","Stato, società e giustizia nella Repubblica veneta, sec. 15.-18","3.0","1981.0","-0.07795698924731176","0.8387096774193549","-0.40210573476702516","1"
"CFI0017156","3.0","Rapp, Richard Tilden","94","True","5713","13","True","True","True","58","Roma","IT","ita","Industria e decadenza economica a Venezia nel 17. secolo","3.0","1986.0","0.13297297297297306","0.972972972972973","-0.525945945945946","1"
"CFI0021094","3.0","Cessi, Roberto","98","True","2371","33","True","False","True","0","Firenze","IT","ita","Storia della Repubblica di Venezia","3.0","1981.0","-0.19290316806873098","0.5165562913907285","0.0714381600143188","1"
"CFI0025015","3.0","a cura di Gisella Graziato","29","True","19959","10","True","True","True","25","Venezia","IT","lat","Le promissioni del Doge di Venezia : dalle origini alla fine del Duecento","1.0","1986.0","0.33333333333333337","0.8333333333333334","-0.375","2"
"CFI0027655","3.0","Zorzi, Alvise","45","True","4978","39","True","True","True","87","Milano","IT","ita","Venezia scomparsa","3.0","1984.0","0.4035384615384615","0.992","-0.7239230769230769","0"
"CFI0028765","3.0","Del Torre, Giuseppe","46","True","14606","17","True","False","False","0","Milano","IT","ita","Venezia e la terraferma dopo la guerra di Cambrai : fiscalità e amministrazione 1515-1530","3.0","1986.0","0.23237367802585185","0.9891304347826086","-0.8883666274970623","1"
"CFI0030826","3.0","","116","True","3307","15","True","False","False","0","Venezia","IT","lat","Codex publicorum (codice del Piovego","1.0","1985.0","0.1455108359133127","0.8823529411764706","-0.4631062951496388","2"
"CFI0032658","3.0","Museo Correr","122","True","12681","13","True","False","False","0","Vicenza","IT","ita","Disegni antichi del Museo Correr di Venezia","3.0","","0.42307692307692313","1.0","-1.0052447552447554","0"
"CFI0032963","3.0","Venturi, Franco","495","True","10327","11","True","False","False","0","Torino","IT","ita","Settecento riformatore","3.0","","0.375","1.0","-0.96875","1"
"CFI0036995","3.0","Cozzi, Gaetano","44","True","12845","29","True","False","True","0","Torino","IT","ita","Storia della Repubblica di Venezia : dalla guerra di Chioggia alla riconquista della terraferma","3.0","1986.0","-0.1282894736842105","0.6842105263157895","-0.26080827067669166","1"
"CFI0037126","3.0","Zachariadou, Elizabeth A","12","True","30146","10","True","False","False","0","Venice","IT","eng","Trade and crusade : Venetian Crete and the emirates of Menteshe and Aydin, 1300-1415","3.0","1983.0","0.4","1.0","-1.55","2"
"CFI0039008","3.0","Franzoi, Umberto","29","True","25550","11","True","False","False","0","Venezia","IT","ita","Storia e leggenda del Palazzo ducale di Venezia","3.0","1982.0","0.01842751842751844","0.972972972972973","-0.643120393120393","0"
"CFI0052561","3.0","Pizzarello, Ugo","55","True","4647","11","True","False","False","0","Venezia","IT","ita","Guida alla città di Venezia","2.0","","0.5","1.0","-1.2638888888888888","0"
"CFI0052791","3.0","Rizzi, Alberto","161","True","36592","26","True","False","False","0","Venezia","IT","ita","Scultura esterna a Venezia : corpus delle sculture erratiche all'aperto di Venezia e della sua laguna","2.0","1987.0","0.22569444444444453","0.9895833333333334","-0.8090277777777777","0"
"CFI0072779","3.0","Calabi, Donatella","129","True","738","34","True","False","False","0","Torino","IT","ita","Rialto: le fabbriche e il ponte, 1514-1591","3.0","1987.0","0.365255491066348","0.8850574712643678","-0.4054853761238193","0"
"CFI0076030","3.0","a cura di Francesca Cavazzana Romanelli, Emanuela Casti Moreschi","163","True","11443","12","True","False","False","0","Venezia","IT","ita","Laguna, lidi, fiumi : esempi di cartografia storica commentata","2.0","1984.0","0.032467532467532534","0.7142857142857143","0.0032467532467532756","0"
"CFI0078558","3.0","Brown, Patricia Fortini","20","True","23316","30","True","True","True","146","New Haven \ecc","GB","eng","Venetian narrative painting in the age of Carpaccio","3.0","1988.0","0.03926174496644297","0.65","0.07080536912751678","0"
"CFI0078768","3.0","Gullino, Giuseppe","35","True","26693","12","True","False","False","0","Roma","IT","ita","I Pisani Dal Banco e Moretta : storia di due famiglie veneziane in età moderna e delle loro vicende patrimoniali tra 1705 e 1836","3.0","1984.0","0.08307692307692316","0.9230769230769231","-0.6138461538461538","1"
"CFI0080161","3.0","Muir, Edward","112","True","10450","28","True","False","False","0","Roma","IT","ita","Il rituale civico a Venezia nel Rinascimento","3.0","1984.0","-0.011796733212341204","0.6724137931034483","-0.08356019358741684","1"
"CFI0084248","3.0","Ruggiero, Guido","26","True","33171","17","True","True","True","38","New York","US","eng","The boundaries of eros : sex crime and sexuality in Renaissance Venice","3.0","1985.0","0.0625","0.5625","-0.5327380952380953","1"
"CFI0089586","3.0","Barizza, Sergio","105","True","3351","10","True","False","False","0","Venezia","IT","ita","Il Comune di Venezia 1806-1946 : l'istituzione, il territorio, guida-inventario dell'Archivio municipale","3.0","1987.0","-0.025000000000000022","0.6","1.0","3"
"CFI0090291","3.0","Calimani, Riccardo","121","True","30925","12","True","False","False","0","Milano","IT","ita","Storia del ghetto di Venezia","3.0","1985.0","0.31328320802005016","0.7894736842105263","0.16541353383458657","1"
"CFI0093399","3.0","","49","True","7918","12","True","False","False","0","Venezia","IT","ita","I mestieri della moda a Venezia dal 13. al 18. secolo : Ala napoleonica e Museo Correr, Venezia giugno-settembre 1988","2.0","1988.0","-0.15110356536502545","0.5263157894736842","0.4142614601018676","1"
"CFI0102001","3.0","King, Margaret L","26","True","7566","10","True","True","True","136","Princeton, N. J","US","eng","Venetian humanism in an age of patrician dominance","3.0","1986.0","-0.09999999999999998","0.5","-0.32499999999999996","0"
"CFI0102496","3.0","Tafuri, Manfredo","178","True","36153","44","True","False","False","0","Torino","IT","ita","Venezia e il Rinascimento : religione, scienza, architettura","3.0","1985.0","0.3858358622509566","0.8811188811188811","-0.6781072700884021","0"
"CFI0106973","3.0","Rompiasio, Giulio","149","True","12995","12","True","False","False","0","Venezia","IT","ita","Metodo in pratica di sommario o sia Compilazione delle leggi, terminazioni & ordini appartenenti agl'illustrissimi & eccellentissimi collegio e magistrato alle acque opera dell'avvocato fiscale Giulio Rompiasio : in Venezia 1733","1.0","1988.0","-0.3142857142857143","0.4","0.5571428571428572","1"
"CFI0111639","3.0","Queller, Donald E","245","True","24629","12","True","True","True","172","Roma","IT","ita","Il patriziato veneziano : la realtà contro il mito","3.0","1987.0","0.028017241379310387","0.9655172413793104","-0.6454741379310345","1"
"CFI0126589","3.0","Romano, Dennis","19","True","28969","33","True","False","True","0","Baltimore [ecc","US","eng","Patricians and popolani : the social foundations of the Venetian Renaissance State","3.0","1987.0","0.060909315542376996","0.7017543859649122","-0.22928506712791374","1"
"CFI0126673","3.0","Fees, Irmgard","14","True","4712","22","True","True","True","121","Tübingen","DE","ger","Reichtum und Macht im mittelalterlichen Venedig : die Familie Ziani","3.0","1988.0","0.2420062695924765","0.896551724137931","-0.6171368861024032","2"
"CFI0128593","3.0","Concina, Ennio","66","True","27799","14","True","False","False","0","Venezia","IT","ita","Pietre, parole, storia : glossario della costruzione nelle fonti veneziane, secoli 15.-18","3.0","1988.0","0.26555023923444976","0.9473684210526315","-0.7009569377990431","0"
"CFI0145444","3.0","catalogo a cura di Marino Zorzi","44","True","31737","12","True","True","True","180","Roma","IT","ita","Collezioni di antichità a Venezia nei secoli della Repubblica: dai libri e documenti della Biblioteca Marciana : mostra, 27 maggio-31 luglio 1988","3.0","1988.0","0.2782258064516129","0.9032258064516129","-0.9667338709677419","0"
"CFI0172718","3.0","Favaretto, Irene","40","True","17613","12","True","True","True","228","Roma","IT","ita","Arte antica e cultura antiquaria nelle collezioni venete al tempo della Serenissima","3.0","1990.0","0.4717948717948718","0.9333333333333333","-0.9","0"
"CFI0180287","3.0","Nicol, Donald M","91","True","25202","10","True","False","False","0","Milano","IT","ita","Venezia e Bisanzio","3.0","1990.0","0.23076923076923073","1.0","-1.2211538461538463","2"
"CFI0184114","3.0","Zorzi, Alvise","109","True","31906","10","True","False","False","0","Milano","IT","ita","La vita quotidiana a Venezia nel secolo di Tiziano","3.0","1990.0","0.09523809523809523","0.42857142857142855","0.6269841269841272","0"
"CFI0185568","3.0","Hocquet, Jean-Claude","46","True","28681","11","True","True","True","388","Roma","IT","ita","Il sale e la fortuna di Venezia","3.0","1990.0","0.16346153846153844","0.625","-0.5120192307692308","1"
"CFI0197133","3.0","Palazzo ducale","16","True","10894","16","True","False","False","0","Dosson","IT","ita","L'armeria del Palazzo ducale a Venezia","3.0","1990.0","0.5103668261562999","0.9649122807017544","-1.2153110047846891","0"
"CFI0199032","3.0","Romanelli, Giandomenico","103","True","23831","20","True","True","True","170","S. l.","IT","ita","Venezia Ottocento : l'architettura, l'urbanistica","3.0","1988.0","0.512241653418124","0.9176470588235294","-1.1255961844197138","0"
"CFI0200822","3.0","Zamperetti, Sergio","35","True","26581","13","True","True","True","109","Venezia","IT","ita","I piccoli principi : signorie locali, feudi e comunità soggette nello Stato regionale veneto dall'espansione territoriale ai primi decenni del '600","3.0","1991.0","0.2222222222222222","1.0","-0.8888888888888888","1"
"CFI0207527","3.0","Infelise, Mario","108","True","24907","17","True","False","False","0","Milano","IT","ita","L'editoria veneziana nel '700","3.0","1989.0","0.04621848739495804","0.9285714285714286","-0.5630252100840336","1"
"CFI0210723","3.0","Agazzi, Michela","36","True","13662","14","True","False","False","0","Venezia","IT","ita","Platea Sancti Marci : i luoghi marciani dall'11. al 13. secolo e la formazione della piazza","3.0","1991.0","0.012743628185907019","0.9782608695652174","-0.4625187406296851","0"
"CFI0226576","3.0","Perocco, Guido","162","True","14206","18","True","False","False","0","Venezia","IT","ita","Civiltà di Venezia","3.0","","0.36100386100386106","0.9285714285714286","-1.102799227799228","0"
"CFI0288350","3.0","Molà, Luca","50","True","35012","16","True","True","True","81","Venezia","IT","ita","La comunità dei lucchesi a Venezia : immigrazione e industria della seta nel tardo Medioevo","3.0","1994.0","0.19905586152635724","0.6829268292682927","-0.43981117230527156","1"
"CFI0493180","2.0","Dandolo, Andrea","2","True","6073","12","True","False","False","0","Bologna","IT","lat","Chronica per extensum descripta","1.0","1943.0","0.12669683257918551","0.5882352941176471","-0.1131221719457014","0"
"CSA0006215","3.0","Ostrogorsky, Georg","7","True","16857","15","True","False","False","0","Torino","IT","ita","Storia dell'impero bizantino","3.0","1968.0","0.275","0.9","-0.8","2"
"CUB0076189","2.0","Bassi, Elena","13","True","2287","12","True","False","False","0","Firenze","IT","ita","La R. Accademia di belle arti di Venezia","3.0","1941.0","0.0625","1.0","-1.0763888888888888","0"
"CUB0124695","2.0","Bonfanti, Sicinio","14","True","11984","15","True","False","False","0","Venezia","IT","ita","La Giudecca nella storia, nell'arte, nella vita","3.0","1930.0","0.125","1.0","-1.046875","0"
"CUB0182329","3.0","Cessi, Roberto","1","True","37043","23","True","False","False","0","Milano Messina, G. Principato","IT","ita","Storia della Repubblica di Venezia","3.0","1944.0","-0.08792372881355931","0.4745762711864407","0.19610699152542366","2"
"CUB0225844","2.0","Da Mosto, Andrea","30","True","1967","26","True","True","True","60","Venezia","IT","ita","I dogi di Venezia con particolare riguardo alle loro tombe","3.0","1939.0","-0.14231499051233398","0.3870967741935484","-0.010626185958254375","0"
"CUB0244796","2.0","raccolti dal dott. Giuseppe Bettanini","2","True","30946","17","True","False","False","0","Venezia","IT","ita","Documenti per servire alla storia della scuola nautica in Venezia","1.0","1894.0","0.4291979949874687","0.9649122807017544","-0.8110902255639099","0"
"CUB0252241","2.0","","10","True","22485","12","True","False","False","0","Venezia","IT","ita","Elenco degli oggetti esposti [nel! Museo civico e Raccolta Correr in Venezia","2.0","1899.0","0.4","1.0","-0.8","0"
"CUB0275812","3.0","a cura di Manlio Dazzi. 1.: Dal Duecento al Cinquecento. [vol.] 2.: Seicento e Settecento","3","True","9702","10","True","False","False","0","Venezia","IT","ita","Il fiore della lirica veneziana","3.0","1956.0","0.16666666666666663","1.0","-0.6369047619047619","1"
"CUB0281176","2.0","Fogolari, Gino","12","True","36931","13","True","False","False","0","Milano","IT","ita","Chiese veneziane : i Frari e i Ss. Giovanni e Paolo","3.0","1931.0","0.4117647058823529","1.0","-1.2823529411764705","0"
"CUB0318314","2.0","Gobbato, Ferdinando","1","True","12816","10","True","False","False","0","Venezia","IT","ita","Nuovissima guida pratica di Venezia e delle Sue isole","2.0","1909.0","0.0625","1.0","-0.78125","0"
"CUB0371801","2.0","a cura di] Franco Borlandi","29","True","20047","12","True","False","False","0","Torino","IT","ita","El libro di mercatantie et usanze de' paesi","1.0","1936.0","0.6666666666666667","1.0","-1.7083333333333333","2"
"CUB0379431","2.0","Longhi, Roberto","6","True","32163","24","True","False","False","0","Firenze","IT","ita","Viatico per cinque secoli di pittura veneziana","3.0","1946.0","0.36046511627906974","1.0","-1.1522198731501057","0"
"CUB0390274","2.0","Malagola, Carlo","22","True","19749","10","True","False","False","0","Venise","IT","fre","Le Lido de Venise a travers l'histoire","3.0","1909.0","0.1692307692307693","0.7692307692307693","-0.11538461538461542","2"
"CUB0423792","2.0","Paoletti, Pietro","2","True","19192","85","True","False","False","0","Venezia","IT","ita","L'architettura e la scultura del Rinascimento in Venezia","3.0","1893.0","0.470453663359086","0.9943246311010215","-0.9621944759742718","0"
"CUB0424594","2.0","Papadopoli Aldobrandini, Nicolò","4","True","10186","29","True","False","False","0","Venezia","IT","ita","Le monete di Venezia","3.0","1893.0","0.16166758392955427","0.759493670886076","-0.459755090809026","2"
"CUB0428049","2.0","Paschini, Pio","43","True","21294","12","True","False","False","0","Roma","IT","ita","Domenico Grimani, cardinale di s. Marco (1523","3.0","1943.0","0.5032258064516129","0.9032258064516129","-0.9129032258064517","0"
"CUB0457396","3.0","Miozzi, Eugenio","2","True","10134","10","True","False","False","0","Venezia","IT","ita","Venezia nei secoli : La Città. Vol. I-II","3.0","1957.0","0.0","1.0","-0.5166666666666666","0"
"CUB0460914","2.0","Molmenti, Pompeo","4","True","16281","87","True","False","False","0","Bergamo","IT","ita","La storia di Venezia nella vita privata dalle origini alla caduta della Repubblica","3.0","1927.0","0.09543410220667531","0.5751295336787565","-0.17278828366779764","0"
"CUB0477363","2.0","Nani Mocenigo, Filippo","7","True","20641","12","True","False","False","0","Venezia","IT","ita","Della letteratura veneziana del secolo 19. : Notizie ed appunti","3.0","","0.2857142857142857","1.0","-1.1595238095238094","0"
"CUB0558215","2.0","Romanin, Samuele","1","True","7222","19","True","False","False","0","Venezia","IT","ita","Storia documentata di Venezia","3.0","1912.0","-0.08373205741626788","0.5526315789473685","0.14174641148325362","1"
"CUB0569528","3.0","Sabellico, Marco Antonio","8","True","34218","20","True","False","False","0","Venezia","IT","ita","Del sito di Venezia città : 1502","3.0","1957.0","0.49173553719008267","0.9917355371900827","-0.9987209759937032","0"
"CUB0624067","3.0","Tabacco, Giovanni","27","True","3906","13","True","False","False","0","Trieste","IT","ita","Andrea Tron (1712-1785) e la crisi dell'aristocrazia senatoria a Venezia","3.0","1957.0","0.06989247311827951","0.9032258064516129","-0.796594982078853","1"
"CUB0632021","2.0","Testi, Laudedeo","5","True","28738","10","True","False","False","0","Bergamo","IT","ita","La storia della pittura veneziana : Parte I. Le origini","3.0","1909.0","0.1428571428571429","1.0","-1.2095238095238094","0"
"CUB0632022","2.0","Testi, Laudedeo","3","True","12450","12","True","False","False","0","Bergamo","IT","ita","La storia della pittura veneziana : Parte II. Il divenire","3.0","1915.0","0.2857142857142857","1.0","-0.45714285714285713","0"
"CUB0649760","2.0","Urbani de Gheltof, Giuseppe Marino","5","True","27502","11","True","False","False","0","Venezia","IT","ita","Guida storico-artistica della scuola di S. Giovanni Evangelista in Venezia","2.0","1895.0","0.4","1.0","-1.1071428571428572","0"
"CUB0655227","2.0","Vasari, Giorgio","1","True","33377","16","True","False","False","0","Firenze","IT","ita","Le vite de' più eccellenti pittori, scultori ed architettori","1.0","1885.0","0.125","1.0","-0.7019230769230769","0"
"FER0020205","3.0","Palma, Iacopo","14","True","33365","15","True","False","False","0","Milano","IT","ita","Palma il Giovane : l'opera completa","3.0","1984.0","0.4444444444444444","1.0","-1.2407407407407407","0"
"FER0020279","3.0","Olivato, Loredana","13","True","33940","19","True","False","False","0","Milano","IT","ita","Mauro Codussi","3.0","1977.0","0.4005175388154112","0.9680851063829787","-1.2672512938470386","0"
"FER0020304","3.0","Paolo : Veronese","3","True","21997","18","True","False","False","0","Venezia","IT","ita","Veronese","3.0","1976.0","0.21871251499400235","0.9016393442622951","-0.5071971211515395","0"
"FER0041789","3.0","Benzoni, Gino","4","True","954","17","True","False","False","0","Milano","IT","ita","Venezia nell'eta della controriforma","3.0","1973.0","-0.04663651780667044","0.9016393442622951","-0.10938383267382701","1"
"FER0079570","3.0","","32","True","6545","10","True","True","True","110","S.l","IT","ita","Arti e mestieri nella Repubblica di Venezia","3.0","1980.0","-0.23076923076923073","0.7692307692307693","0.37362637362637374","0"
"FER0151898","2.0","studio et opera A. S. Minotto","0","True","28168","10","True","False","False","0","Venetiis","IT","","Acta et diplomata e r. tabulario veneto","1.0","","0.0","1.0","-0.5476190476190477","2"
"GEA0020161","2.0","Averone, Antonio","31","True","34654","11","True","False","False","0","Mantova","IT","ita","Sull'antica idrografia veneta : saggio","3.0","1911.0","-0.125","0.5","-0.3125","0"
"GEA0022194","2.0","Marzemin, Giuseppe","25","True","26040","11","True","False","False","0","Venezia","IT","ita","Le origini romane di Venezia","3.0","1937.0","-0.0892857142857143","0.625","-0.2723214285714286","0"
"IEI0005761","3.0","Georgelin, Jean","39","True","33371","40","True","False","False","0","Paris","FR","fre","Venise au siècle des lumières","3.0","1978.0","0.3940777984609185","0.9548254620123203","-0.8603935980348885","1"
"IEI0021828","2.0","Boerio, Giuseppe","3","True","12891","10","True","False","False","0","Venezia","IT","ita","Dizionario del dialetto veneziano","2.0","","-0.375","0.625","0.14434523809523814","2"
"IEI0024682","2.0","Maylender, Michele","77","True","33051","14","True","False","False","0","Bologna","IT","ita","Storia delle Accademie d'Italia","3.0","1926.0","0.36057692307692313","0.9375","-0.8020833333333333","1"
"IEI0029365","3.0","Gallerie dell'Accademia","4","True","25180","16","True","False","False","0","Roma","IT","ita","Le gallerie dell'Accademia di Venezia","2.0","1970.0","0.16279069767441856","1.0","-0.7708918987988755","0"
"IEI0034257","3.0","Cessi, Roberto","81","True","32642","16","True","False","False","0","Roma","IT","ita","Politica ed economia di Venezia nel Trecento : saggi","3.0","1952.0","-0.010775862068965525","0.9375","0.08512931034482762","2"
"IEI0051627","3.0","Boucher, Bruce","26","True","29156","13","True","False","False","0","New Haven","US","eng","The sculpture of Jacopo Sansovino","3.0","1991.0","0.31818181818181823","1.0","-1.1818181818181819","0"
