id;bid;title;author;lb;year;consultation;indegree;outdegree;degree;core_type;core_age
29014;SBLE008079;Notizie storiche delle chiese e monasteri di Venezia, e di Torcello tratte dalle chiese veneziane, e torcellane illustrate da Flaminio Corner senator veneziano;Corner, Flaminio;False;1758;False;64;0;64;3;1
3676;TO00723667;Saggio di bibliografia veneziana;Cicogna, Emmanuele Antonio;False;1847;False;64;0;64;2;2
9310;TO00324714;La società veneta alla fine del Settecento : ricerche storiche;Berengo, Marino;True;1956;False;61;80;141;3;3
17959;PUVE000194;"Venetia città nobilissima, et singolare, descritta in 14. libri da m. Francesco Sansouino. Nella quale si contengono tutte le guerre passate ... Con aggiunta di tutte le cose notabili della stessa città, fatte, & occorse dall'anno 1580 sino al presente 1663. Da d. Giustiniano Martinioni ... Doue vi sono poste quelle del Stringa; seruato però l'ordine del med. Sansouino ..";Sansovino, Francesco;False;1663;False;60;0;60;1;1
33162;BRI0024494;Sulle consorterie delle arti edificative in Venezia : studi storici;Sagredo, Agostino;False;1856;False;60;0;60;3;2
2079;PUV0267015;Dizionario del diritto comune e veneto;Ferro, Marco;False;;False;60;0;60;2;2
785;UBOE000104;Venetia citta nobilissima et singolare, descritta in 14. libri da M. Francesco Sansouino. Nella quale si contengono tutte le guerre passate, con l'attioni illustri di molti senatori. Le vite dei principi, & gli scrittori veneti del tempo loro. Le chiese, fabriche, edifici, & palazzi publichi, & priuati. Le leggi, gli ordini, & gli vsi antichi & moderni, con altre cose appresso notabili, & degne di memoria;Sansovino, Francesco;False;1581;False;59;0;59;1;1
26997;LIA0012537;Venezia e le sue lagune;;False;1847;False;58;0;58;3;2
33482;VEA0139784;Sulla architettura e sulla scultura in Venezia dal Medio Evo sino ai nostri giorni;Selvatico, Pietro;False;1847;False;55;0;55;3;2
19425;TO00107911;I capitolari delle Arti veneziane sottoposte alla Giustizia e poi alla Giustizia vecchia dalle origini al 1330;a cura di Giovanni Monticolo;False;1896;False;54;0;54;1;2
12538;SBLE015644;"Venetia città nobilissima et singolare; descritta già in 14. libri da m. Francesco Sansouino: et hora con molta diligenza corretta, emendata, e più d'vn terzo di cose nuoue ampliata dal M.R.D. Giouanni Stringa, ... Con sette tauole copiosissime, & priuilegio";Sansovino, Francesco;False;1604;False;53;0;53;1;1
16279;VEA0052517;Rialto : l'isola, il ponte, il mercato;Cessi, Roberto;False;1934;False;53;0;53;3;2
20378;SBL0226013;Renaissance Venice;edited by J.R. Hale;False;1973;False;53;0;53;3;3
13109;NAP0093738;Architettura del Sei e Settecento a Venezia;Bassi, Elena;True;1962;False;52;113;165;3;3
6833;LO11492157;Il magistrato alle pompe nella Repubblica di Venezia : studio storico;Bistort, Giulio;False;1912;False;51;0;51;3;2
30596;VIAE000348;Vite dei più celebri architetti, e scultori veneziani che fiorirono nel secolo decimosesto, scritte da Tommaso Temanza ... Libro primo [-secondo;Temanza, Tommaso;False;1778;False;50;0;50;1;1
21341;VEA0045659;Scuole di arti mestieri e devozione a Venezia;Gramigna, Silvia;True;1981;False;50;32;82;3;3
26327;PUV0481035;Geschichte von Venedig;Kretschmayr, Heinrich;False;;False;50;0;50;3;2
33011;SBL0651158;Venice and the defense of republican liberty : Renaissance values in the age of the Counter Reformation;Bouwsma, William J;True;1968;False;49;159;208;3;3
1564;RMRE000503;Della pittura veneziana e delle opere pubbliche de' veneziani maestri libri 5;Zanetti, Antonio Maria;False;1771;False;48;0;48;3;1
3594;SBL0118571;The Imperial age of Venice : 1380-1580;Chambers, David Sanderson;True;1970;False;47;0;47;3;3
4551;LIA0011260;Il fiore di Venezia ossia i quadri, i monumenti, le vedute, ed i costumi veneziani;Paoletti, Ermolao;False;;False;46;0;46;2;2
33946;SBL0486868;Il doge Nicolò Contarini : ricerche sul patriziato veneziano agli inizi del Seicento;Cozzi, Gaetano;False;1958;False;45;0;45;3;3
18281;VEA0043227;Venezia Ottocento : materiali per una storia architettonica e urbanistica della città nel secolo 19;Romanelli, Giandomenico;True;1977;False;45;199;244;3;3
15521;PUV0345386;Commerci e industrie a Venezia nel secolo 17;Sella, Domenico;False;1961;False;44;0;44;3;3
28955;SBL0208245;Culture and society in Venice, 1470-1790 : the Renaissance and its heritage;Logan, Oliver;False;1972;False;44;0;44;3;3
16600;VEA0036650;Palazzi di Venezia :  admiranda urbis Venetae;Bassi, Elena;False;1976;False;44;0;44;3;3
36153;CFI0102496;Venezia e il Rinascimento : religione, scienza, architettura;Tafuri, Manfredo;False;1985;False;44;0;44;3;3
19984;NAP0487001;Gallerie dell'Accademia di Venezia : opere d'arte dei secoli 14. e 15;Sandra Moschini Marconi;False;1955;False;43;0;43;3;3
33136;MIL0169536;Memorie. Classe di scienze morali, lettere ed arti;Zannini, Andrea;False;1993;False;43;0;43;3;3
5657;NAP0124685;L'Archivio di Stato di Venezia : indice generale, storico, descrittivo ed analitico;Da Mosto, Andrea;False;;False;43;0;43;2;2
17552;RAV0149137;La politica sociale della Repubblica di Venezia, 1500-1620;Pullan, Brian;False;1982;False;42;0;42;3;3
9160;VIAE002371;Le ricche minere della pittura veneziana. Compendiosa informazione di Marco Boschini non solo delle pitture publiche di Venezia: ma dell'isole ancora circonuicine. ..;Boschini, Marco;False;1674;False;41;0;41;1;1
25007;NAP0101517;Le collezioni veneziane d'arte e d'antichita dal secolo 14. ai nostri giorni;Levi, Cesare Augusto;False;1900;False;41;0;41;3;2
10503;LO10346799;Venezia e il suo estuario : guida storico-artistica;Lorenzetti, Giulio;False;1926;False;41;0;41;2;2
16576;RAV0233192;Venezia minore;Trincanato, Egle Renata;True;1948;True;41;46;87;3;2
4317;PUV0512165;R. commissione per la pubblicazione dei documenti finanziari della Repubblica di Venezia a. 2. : bilanci generali;Luzzatti, Luigi;False;1912;False;40;0;40;1;2
7013;SBL0093981;Storia della Repubblica di Venezia;Cessi, Roberto;False;1968;False;40;0;40;3;3
33371;IEI0005761;Venise au siècle des lumières;Georgelin, Jean;False;1978;False;40;0;40;3;3
30074;RAV0148743;Le origini di Venezia;Carile, Antonio;False;;False;40;0;40;3;3
27532;PUV0276136;La Republica di Venezia e la corte di Roma nei rapporti della religione;Cecchetti, Bartolomeo;False;;False;40;0;40;3;2
20974;SBL0647611;La Romanie vénitienne au Moyen âge : le développement et l'exploitation du domaine colonial vénitien, (12.-15. siècles;Thiriet, Freddy;False;1959;False;39;0;39;3;3
14086;LO10052464;Nobiltà e popolo nella società veneta del '400 e '500;Ventura, Angelo;False;1964;False;39;0;39;3;3
18442;SBL0188991;Crisis and change in the Venetian economy in the sixteenth and seventeenth centuries;edited with an introduction by Brian Pullan;True;1968;False;39;30;69;3;3
32842;BRI0008838;Storia di Venezia;Lane, Frederic Chapin;False;1978;False;39;0;39;3;3
4978;CFI0027655;Venezia scomparsa;Zorzi, Alvise;True;1984;False;39;87;126;3;3
7735;RMLE007577;Guida per la citta di Venezia all'amico delle belle arti opera di Giannantonio Moschini;Moschini, Giannantonio;False;1815;False;38;0;38;2;2
29509;VEA0118195;I diarii di Marino Sanuto;Sanudo, Marino;False;1879;False;38;0;38;1;2
2115;BRI0024467;Alcuni palazzi ed antichi edificii di Venezia storicamente illustrati : con annotazioni;Tassini, Giuseppe;False;1879;False;38;0;38;3;2
18358;RML0116392;Documenti del commercio veneziano nei secoli 11.-13;a cura di R. Morozzo della Rocca, A. Lombardo;False;1940;False;38;0;38;1;2
30761;PUV0395256;La Costituzione di Venezia dopo la serrata del Maggior Consiglio;Maranini, Giuseppe;False;1931;False;37;0;37;3;2
16358;LO11080526;Lessico veneto che contiene l'antica fraseologia volgare e forense ..;Mutinelli, Fabio;False;1851;False;36;0;36;3;2
27562;VEA0110268;Bibliografia veneziana in aggiunta e continuazione del saggio di Emmanuele Antonio Cicogna;Soranzo, Girolamo;False;1885;False;36;0;36;2;2
9672;MIL0396852;Le maraviglie dell'arte ovvero le vite degli illustri pittori veneti e dello stato;Ridolfi, Carlo;False;1914;False;36;0;36;3;2
35918;CFI0008730;Le associazioni di mestiere nella Repubblica veneta : vittuaria, farmacia, medicina;Marangoni, Giovanni;True;1974;True;36;60;96;3;3
31835;SBL0170713;La scultura veneziana gotica : 1300-1460;Wolters, Wolfgang;False;1976;False;36;0;36;3;3
4624;RAV0051690;Le scuole di Venezia;a cura di Terisio Pignatti;False;1981;False;36;0;36;3;3
21495;RAV0048534;Repubblica di Venezia e Stati italiani : politica e giustizia dal secolo 16. al secolo 18;Cozzi, Gaetano;False;1982;False;36;0;36;3;3
16179;SBLE006501;Memorie storiche dello Stato antico e moderno delle lagune di Venezia e di que' fiumi che restarono divertiti per la conservazione delle medesime di Bernardino Zendrini ... Tomo 1. [-2.;Zendrini, Bernardino;False;1811;False;35;0;35;3;2
8586;MIL0405141;Documenti relativi alla storia di Venezia anteriori al mille;a cura di Roberto Cessi;False;1942;False;35;0;35;1;2
16900;SBL0351940;Societa e stato nel medioevo veneziano : secoli 12.-14;Cracco, Giorgio;False;1967;False;35;0;35;3;3
17714;VEAE011409;Guida per la città di Venezia all'amico delle belle arti opera di Giannantonio Moschini. Volume 1. Parte 1. [-volume 2. Parte 2.;Moschini, Giannantonio;False;1815;False;34;0;34;2;2
3541;SBL0685905;The church of San Marco in Venice : history, architecture, sculpture;Demus, Otto;False;1960;False;34;0;34;3;3
738;CFI0072779;Rialto: le fabbriche e il ponte, 1514-1591;Calabi, Donatella;False;1987;False;34;0;34;3;3
6489;UFI0018284;Venezia nell'eta moderna : struttura e funzioni;Concina, Ennio;False;1989;False;34;0;34;3;3
29828;SBLE007826;Le minere della pittura. Compendiosa informazione di Marco Boschini non solo delle pitture publiche di Venezia: ma dell'isole ancora circonuicine ;Boschini, Marco;False;1664;False;33;0;33;1;1
19566;RMLE007960;Descrizione di tutte le pubbliche pitture della citta' di Venezia e isole circonvicine: o sia Rinnovazione delle Ricche minere di Marco Boschini, colla aggiunta di tutte le opere, che uscirono dal 1674. sino al presente 1733. Con un compendio delle vite, e maniere de'principali pittori. ..;Zanetti, Antonio Maria;False;1733;False;33;0;33;1;1
3392;BRI0024465;Edifici di Venezia distrutti o volti ad uso diverso da quello a cui furono in origine destinati;Tassini, Giuseppe;False;1885;False;33;0;33;3;2
22915;SBL0285889;La basilica dei santi Giovanni e Paolo in Venezia;Zava Boccazzi, Franca;True;1965;False;33;127;160;3;3
6714;SBL0454004;Piante e vedute prospettiche di Venezia : 1479-1855;Cassini, Giocondo;False;1971;False;33;0;33;3;3
14759;VEA1030876;Civiltà di Venezia. 1, Le origini e il Medio evo;Perocco, Guido;False;1973;False;33;0;33;3;3
1339;LO10330029;The Roman Inquisition and the Venetian press, 1540-1605;Grendler, Paul F;True;1977;False;33;117;150;3;3
12135;RAV0002005;Architettura e utopia nella Venezia del Cinquecento : Venezia, Palazzo Ducale, luglio-ottobre 1980;;True;1980;False;33;331;364;3;3
2371;CFI0021094;Storia della Repubblica di Venezia;Cessi, Roberto;True;1981;True;33;0;33;3;3
36080;LO10064697;Venezia origini : fondamenti, ipotesi, metodi;Dorigo, Wladimiro;False;1983;False;33;0;33;3;3
28969;CFI0126589;Patricians and popolani : the social foundations of the Venetian Renaissance State;Romano, Dennis;True;1987;False;33;0;33;3;3
9722;MIL0209845;Cronache veneziane antichissime;pubblicate a cura di Giovanni Monticolo;False;;False;33;0;33;1;2
29252;PUVE011140;Memorie storiche de' Veneti primi e secondi di Jacopo Filiasi. Tomo 1.[-7;Filiasi, Giacomo;False;1811;False;32;0;32;3;2
30773;NAP0102606;Les Archives de Venise : Histoire de la Chancellerie Secrete;Baschet, Armand;False;1870;False;32;0;32;3;2
1791;LO10434428;Le magistrature giudiziarie veneziane e i loro capitolari fino al 1300;Roberti, Melchiorre;False;1906;False;32;0;32;1;2
7025;LO10736640;Curiosità veneziane;Tassini, Giuseppe;False;1933;False;32;0;32;3;2
29865;PUV0214622;Forze di lavoro e proprieta fondiaria nelle campagne venete dei secoli 17. e 18. : la penetrazione economica dei veneziani in terraferma;Beltrami, Daniele;False;1961;False;32;0;32;3;3
18090;SBL0568052;I teatri di Venezia;Mangini, Nicola;False;1974;False;32;0;32;3;3
37113;RAV0023945;La Libreria di San Marco : libri, lettori, società nella Venezia dei Dogi;Zorzi, Marino;True;1987;True;32;190;222;3;3
33827;VIA0156111;Storia della Chiesa di Venezia dalla sua fondazione sino ai giorni nostri;Cappelletti, Giuseppe;False;;False;32;0;32;3;2
16771;VEA0176352;Curiosità veneziane, ovvero origini delle denominazioni stradali di Venezia;Tassini, Giuseppe;False;1863;False;31;0;31;3;2
1468;UTO0908099;Der Fondaco dei Tedeschi in Venedig und die Deutsch-Venetianischen Handelsbeziehungen : eine historische Skizze;Simonsfeld, Henry;False;1887;False;31;0;31;3;2
26918;NAP0104538;Venetian ships and shipbuilders of the renaissance;Lane, Frederic Chapin;False;1934;False;31;0;31;3;2
28125;SBL0036148;Storia delle chiese, dei monasteri, delle scuole di Venezia rapinate e distrutte da Napoleone Bonaparte;Zangirolami, Cesare;False;1962;False;31;0;31;3;3
22342;SBL0175139;Navires et constructeurs a Venise pendant la Renaissance;Lane, Frederic Chapin;False;1965;False;31;0;31;3;3
24862;SBL0467006;Venezia scomparsa;Zorzi, Alvise;False;1972;False;31;0;31;3;3
12436;PUV0033133;Nel regno dei poveri : arte e storia dei grandi ospedali veneziani in eta moderna;Aikema, Bernard;True;1989;False;31;138;169;3;3
14795;VIAE006454;Antica pianta dell'inclita citta di Venezia delineata circa la meta del 12. secolo, ed ora per la prima volta pubblicata, ed illustrata. Dissertazione topografico-storico-critica di Tommaso Temanza architetto, ed ingegnere della serenissima repubblica di Venezia ..;Temanza, Tommaso;False;1781;False;30;0;30;1;1
37363;VEA1099287;Notizie delle opere d'arte e d'antichità della raccolta Correr di Venezia;Lazari, Vincenzo;False;1859;False;30;0;30;2;2
8254;VEA0081027;Cento palazzi fra i più celebri di Venezia : sul Canalgrande e nelle vie interne dei sestieri;Fontana, Gianjacopo;False;1865;False;30;0;30;3;2
28876;NAP0041433;Manuale di metrologia, ossia Misure, pesi e monete in uso attualmente e anticamente presso tutti i popoli;Martini, Angelo;False;1883;False;30;0;30;2;2
34338;PUV0508478;Deliberazioni del Maggior Consiglio di Venezia;Venezia;False;1931;False;30;0;30;1;2
5925;VEA0005411;Venezia monumentale : i palazzi;Fontana, Gianjacopo;False;1967;False;30;0;30;3;3
18131;SBL0231348;Venetian painted ceilings of the Renaissance;Schulz, Juergen;False;1968;False;30;0;30;3;3
2837;RAV0050699;Venezia gotica : l'architettura civile gotica veneziana;Arslan, Edoardo;True;1970;False;30;86;116;3;3
36131;SBL0560137;Venezia e i Turchi;Preto, Paolo;False;1975;False;30;0;30;3;3
20935;VEA0015231;Renovatio urbis : Venezia nell'età di Andrea Gritti (1523-1538;Manfredo Tafuri (a cura;False;1984;False;30;0;30;3;3
23316;CFI0078558;Venetian narrative painting in the age of Carpaccio;Brown, Patricia Fortini;True;1988;False;30;146;176;3;3
36050;TO0E017353;Delle inscrizioni veneziane raccolte ed illustrate da Emmanuele Antonio Cigogna cittadino veneto. Volume 1. [-6.;Cicogna, Emmanuele Antonio;False;1824;False;29;0;29;2;2
29228;TO01449798;La caduta della Repubblica di Venezia ed i suoi ultimi cinquant'anni : studii storici;Dandolo, Girolamo;False;1855;False;29;0;29;3;2
34832;VIA0123374;Nuovissima guida di Venezia e delle isole della sua laguna : nella quale si sono corretti da oltre 200 errori che s'incontrano nelle altre guide;Zanotto, Francesco;False;1856;False;29;0;29;2;2
10186;CUB0424594;Le monete di Venezia;Papadopoli Aldobrandini, Nicolò;False;1893;False;29;0;29;3;2
18762;PUV0032905;Notizie d'arte tratte dai notatori e dagli annali del N. H. Pietro Gradenigo;Gradenigo, Pietro;False;1942;False;29;0;29;1;2
3854;PUV0208370;Chiesa e stato nelle relazioni dei nunzi pontifici a Venezia : ricerche sul giurisdizionalismo veneziano dal 16. al 18. secolo;Stella, Aldo;False;1964;False;29;0;29;3;3
24389;PUV0184411;Industry and economic decline in seventeenth-century Venice;Rapp, Richard Tilden;True;1976;False;29;49;78;3;3
21550;PBE0017635;Storia della cultura veneta;;False;1976;False;29;0;29;3;3
24993;VEA0039294;Dietro i palazzi: tre secoli di architettura minore a Venezia: 1492-1803;a cura di! Giorgio Gianighian, Paola Pavanini;True;1984;False;29;0;29;3;3
12845;CFI0036995;Storia della Repubblica di Venezia : dalla guerra di Chioggia alla riconquista della terraferma;Cozzi, Gaetano;True;1986;True;29;0;29;3;3
37122;CFI0012931;Dizionario biografico degli italiani;;False;;False;29;0;29;2;3
8698;VEA0015546;Studi per una operante storia urbana di Venezia;Muratori, Saverio;False;1960;False;28;0;28;3;3
24034;NAP0091533;Il dominio veneziano a Creta nel 13. secolo;Borsari, Silvano;False;1963;False;28;0;28;3;3
8992;PUV0228802;Venise, Raguse et le commerce du blé pendant la seconde moitié du 16. siècle;Aymard, Maurice;True;1966;False;28;16;44;3;3
33752;TO00311142;Politics in renaissance Venice;Finlay, Robert;True;1980;False;28;65;93;3;3
19838;SBL0327699;Venezia nel Settecento : stato, architettura, territorio;Brusatin, Manlio;False;1980;False;28;0;28;3;3
18974;NAP0041903;Tintoretto : le opere sacre e profane;Pallucchini, Rodolfo;False;1982;False;28;0;28;3;3
10450;CFI0080161;Il rituale civico a Venezia nel Rinascimento;Muir, Edward;False;1984;False;28;0;28;3;3
9227;PUV0325549;La storia della Repubblica di Venezia nella poesia;Medin, Antonio;False;1904;False;27;0;27;3;2
11871;NAP0077571;La Repubblica di Venezia e il problema adriatico;Cessi, Roberto;False;1953;False;27;0;27;3;3
27301;LO10003659;I patriarchi di Venezia : da Lorenzo Giustiniani ai nostri giorni;Niero, Antonio;False;1961;False;27;0;27;3;3
35600;VEA0053539;La carta del navegar pitoresco;Boschini, Marco;False;1965;False;27;0;27;3;3
37254;SBL0263243;Culto dei santi a Venezia;S. Tramontin ... [et al.;False;1965;False;27;0;27;3;3
4911;RAV0129033;L'Arte dei pittori in Venezia e i suoi statuti;Favaro, Elena;True;1975;True;27;39;66;3;3
8335;UFI0066154;Venetian architecture of the early Renaissance;McAndrew, John;False;1980;False;27;0;27;3;3
21449;SBL0615034;Piante e vedute prospettiche di Venezia, 1479-1855;Cassini, Giocondo;False;1982;False;27;0;27;3;3
28082;MOD0146922;Sopra le acque salse : espaces, pouvoir et societe a Venise a la fin du Moyen Age;Crouzet-Pavan, Élisabeth;False;1992;False;27;0;27;3;3
9080;RMRE000171;Memorie trevigiane sulle opere di disegno dal mille e cento al mille ottocento per servire alla storia delle belle arti d'Italia. Volume primo [-secondo] [Domenico Maria Federici;Federici, Domenico Maria;False;1803;False;26;0;26;1;2
36063;SBL0176798;The stones of Venice;Ruskin, John;False;1921;False;26;0;26;3;2
1967;CUB0225844;I dogi di Venezia con particolare riguardo alle loro tombe;Da Mosto, Andrea;True;1939;False;26;60;86;3;2
11469;NAP0092304;Studi di storia economica veneziana;Luzzatto, Gino;False;1954;False;26;0;26;3;3
28935;BVE0629361;La pittura veneziana del Settecento;Pallucchini, Rodolfo;False;1960;False;26;0;26;3;3
33289;SBL0253067;La pianta prospettica di Venezia del 1500;Barbari, Iacopo : de;False;1962;False;26;0;26;1;3
28379;IEI0072107;Una figura della Venezia settecentesca: Andrea Memmo : ricerche sulla crisi dell'aristocrazia veneziana;Torcellan, Gianfranco;False;1963;False;26;0;26;3;3
6447;MIL0118331;La storia di Venezia nella vita privata : dalle origini alla caduta della Repubblica;Molmenti, Pompeo;False;1973;False;26;0;26;3;3
9179;SBL0580404;Machiavelli e la crisi dello Stato veneziano;Cervelli, Innocenzo;False;1974;False;26;0;26;3;3
1113;MIL0144829;L'armonia e i conflitti : la chiesa di San Francesco della Vigna nella Venezia del 500;Foscari, Antonio;False;1983;False;26;0;26;3;3
36592;CFI0052791;Scultura esterna a Venezia : corpus delle sculture erratiche all'aperto di Venezia e della sua laguna;Rizzi, Alberto;False;1987;False;26;0;26;2;3
12953;PUV0452950;Tradesmen and traders : the world of the guilds in Venice and Europe;Mackenney, Richard;True;1987;False;26;179;205;3;3
23856;MIL0125039;Der venezianische Adel bis zur Schliessung des Grossen Rats : zur Genese einer Fuhrungsschicht;Rösch, Gerhard;True;1989;True;26;154;180;3;3
20471;TO00951935;Storia dell'arte italiana;4: Storia dell'arte italiana;False;1992;False;26;0;26;3;3
36033;TO00713451;Della letteratura veneziana ed altri scritti intorno ad essa;Foscarini, Marco;False;1854;False;25;0;25;3;2
4617;MIL0345413;La storia di Venezia nella vita privata : dalle origini alla caduta della Repubblica;Molmenti, Pompeo;False;1880;False;25;0;25;3;2
32179;UBO0344202;The venetian printing press : an historical study based upon documents for the most part hitherto unpublished;Brown, Horatio F;False;1891;False;25;0;25;3;2
36449;VIA0271986;Giannantonio Selva : architetto veneziano;Bassi, Elena;False;1936;False;25;0;25;3;2
26488;BVE0664292;Le feste veneziane : i giuochi popolari, le cerimonie religiose e di governo;Tamassia Mazzarotto, Bianca;False;1961;False;25;0;25;3;3
20451;NAP0090392;Jacopo Sansovino e l'architettura del 500 a Venezia;Tafuri, Manfredo;False;1969;False;25;0;25;3;3
1880;VEA0014233;Curiosita veneziane, ovvero origini delle denominazioni stradali di Venezia;Tassini, Giuseppe;False;1970;False;25;0;25;3;3
35196;LO10307046;La pittura veneziana del Seicento;Pallucchini, Rodolfo;False;1981;False;25;0;25;3;3
14329;BVE0258000;Venise : portrait historique d'une cité;Braunstein, Philippe;False;1982;False;25;0;25;3;3
18158;PUV0321764;The military organization of a renaissance state : Venice c. 1400 to 1617;Mallett, Michael;True;1984;True;25;78;103;3;3
3728;CFI0013672;L'arsenale della Repubblica di Venezia;Concina, Ennio;False;1984;False;25;0;25;3;3
37565;RAV0078893;Venezia austriaca : 1798-1866;Zorzi, Alvise;False;1985;False;25;0;25;3;3
8957;TO00956200;Annali urbani di Venezia : dall'anno 810 al 12 maggio 1797;Mutinelli, Fabio;False;1841;False;24;0;24;1;2
25316;UFI0257758;Curiosità di storia veneziana;Molmenti, Pompeo;False;1919;False;24;0;24;3;2
32163;CUB0379431;Viatico per cinque secoli di pittura veneziana;Longhi, Roberto;False;1946;False;24;0;24;3;2
36117;TO00097940;Le origini del ducato veneziano;Cessi, Roberto;False;1951;False;24;0;24;3;3
13445;LO10099930;San Michele in Isola di Venezia;Meneghin, Vittorino;False;1962;False;24;0;24;3;3
5850;SBL0191721;Venice and history : the collected papers of Frederic C. Lane;Lane, Frederic Chapin;True;1966;False;24;5;29;3;3
13129;SBL0361653;Michele Sanmicheli : architetto di Verona;Puppi, Lionello;False;1971;False;24;0;24;3;3
25189;SBL0470479;Les estoires de Venise : cronaca veneziana in lingua francese dalle origini al 1275;Canale, Martino : da;False;1972;False;24;0;24;3;3
24484;TO00040403;Peste e società a Venezia nel 1576;Preto, Paolo;False;1978;False;24;0;24;3;3
22903;MIL0063781;Carità e assistenza a Venezia;Semi, Franca;True;1983;True;24;61;85;3;3
31810;RAV0002951;Venezia origini : fondamenti, ipotesi, metodi;Dorigo, Wladimiro;False;1983;False;24;0;24;3;3
4332;VIA0020606;La casa veneziana nella storia della citta : dalle origini all'Ottocento;Maretto, Paolo;True;1986;False;24;47;71;3;3
18905;RMRE001220;Il ritratto di Venezia diuiso in due parti. Nella prima, si descriuono  breuemente tutte le chiese della città, con le memorie più illustri, depositi, epitaffij, inscrizioni, scolture, e pitture più conspicue, con le dichiarazioni, & autori di esse. Nella seconda, si dà breue relazione del gouerno della republica, delli magistrati, delle fabriche publiche, e più riguardeuoli, &c;Martinelli, Domenico;False;1684;False;23;0;23;1;1
538;NAP0070709;Le relazioni degli ambasciatori veneti al Senato;Venezia;False;1839;False;23;0;23;1;2
14248;VEA1062363;Fabbriche e monumenti cospicui di Venezia;Cicognara, Leopoldo;False;1840;False;23;0;23;3;2
23705;SBL0669453;Coryatʼs crudities : hastily gobled up in five moneths travells in France, Savoy, Italy, Rhetia ..;Coryate, Thomas;False;1905;False;23;0;23;3;2
30257;RML0060953;La Scuola grande di San Marco;Paoletti, Pietro;False;1929;False;23;0;23;3;2
37043;CUB0182329;Storia della Repubblica di Venezia;Cessi, Roberto;False;1944;False;23;0;23;3;3
19988;SBL0275380;Venetiarum historia vulgo Petro Iustiniano Iustiniani filio adiudicata;a cura di Roberto Cessi e Fanny Bennato;False;1964;False;23;0;23;1;3
5223;SBL0109491;Bernardo Giustiniani : a Venetian of the Quattrocento;Labalme, Patricia H;False;1969;False;23;0;23;3;3
29269;MIL0203916;La gerarchia delle fonti di diritto nella legislazione medievale veneziana;Pansolli, Lamberto;True;1970;False;23;0;23;3;3
32941;VIA0027488;Carcerati e carceri a Venezia nell'età moderna;Scarabello, Giovanni;False;1979;False;23;0;23;3;3
33938;RAV0100275;Storia della civiltà veneziana;a cura di Vittore Branca;False;1979;False;23;0;23;3;3
37206;BVE0005002;Le arti edili a Venezia;Caniato, Giovanni;False;1990;False;23;0;23;3;3
5697;RMRE000266;Le marauiglie dell'arte, ouero Le vite de gl'illustri pittori veneti, e dello Stato. Oue sono raccolte le opere insigni, i costumi, & i ritratti loro. Con la narratione delle historie, delle fauole, e delle moralità da quelli dipinte. Descritte dal caualier Carlo Ridolfi. Con tre tauole copiose de' nomi de' pittori antichi, e moderni, e delle cose notabili. Parte prima[-seconda] ..;Ridolfi, Carlo;False;1648;False;22;0;22;1;1
21570;BRI0024463;Il doge di Venezia;Cecchetti, Bartolomeo;False;1864;False;22;0;22;3;2
25191;PUV0267011;La repubblica di Venezia ne suoi undici secoli di storia;Battistella, Antonio;False;1921;False;22;0;22;3;2
